Chr	gene_symbol	tissue	fold_change	p_value	regulation	detecting_method	pubMed_ID
2	ATG4B	prefrontal cortex	0.35	1.02E-04	UP	RNA-Seq	26793951
2	ATOH8	prefrontal cortex	0.62	3.72E-04	UP	RNA-Seq	26793951
5	ATP10B	prefrontal cortex	-0.59	1.90E-03	DOWN	RNA-Seq	26793951
1	ATP1A2	prefrontal cortex	-0.12	5.47E-03	DOWN	microarray transcriptomics	26793951
3	ATP2B2	prefrontal cortex	-0.14	3.79E-05	DOWN	microarray transcriptomics	26793951
X	ATP2B3	prefrontal cortex	-0.08	1.07E-03	DOWN	microarray transcriptomics	26793951
1	ATP2B4	prefrontal cortex	0.11	2.00E-04	UP	microarray transcriptomics	26793951
17	ATP5H	prefrontal cortex	-0.11	3.95E-03	DOWN	microarray transcriptomics	26793951
5	ATP6V0E1	prefrontal cortex	0.46	1.20E-04	UP	Microarray	26793951
4	ATP8A1	prefrontal cortex	0.18	6.00E-05	UP	microarray transcriptomics	26793951
1	ATPAF1	prefrontal cortex	-0.08	5.34E-03	DOWN	microarray transcriptomics	26793951
1	ATPIF1	prefrontal cortex	-0.39	1.19E-03	DOWN	microarray transcriptomics	26793951
3	ATR	prefrontal cortex	-0.36	7.47E-06	DOWN	RNA-Seq	26793951
14	ATXN3	prefrontal cortex	-0.2	1.77E-03	DOWN	RNA-Seq	26793951
9	AUH	prefrontal cortex	-0.1	1.34E-03	DOWN	microarray transcriptomics	26793951
2	AUP1	prefrontal cortex	0.33	2.06E-03	UP	RNA-Seq	26793951
19	AURKC	prefrontal cortex	0.42	2.12E-03	UP	RNA-Seq	26793951
-	AW138098	prefrontal cortex	-0.53	4.19E-04	DOWN	Microarray	26793951
-	AY239294	prefrontal cortex	-0.33	6.60E-05	DOWN	Microarray	26793951
-	AY562498	prefrontal cortex	-0.41	6.78E-04	DOWN	Microarray	26793951
-	AY927536	prefrontal cortex	-0.32	2.92E-04	DOWN	Microarray	26793951
-	AY927536	prefrontal cortex	-0.33	3.21E-04	DOWN	Microarray	26793951
-	AY952884	prefrontal cortex	-0.52	3.35E-04	DOWN	Microarray	26793951
7	AZGP1	prefrontal cortex	0.74	7.70E-04	UP	RNA-Seq	26793951
11	B4GALNT4	prefrontal cortex	0.43	8.08E-05	UP	RNA-Seq	26793951
6	BAG2	prefrontal cortex	0.34	2.70E-04	UP	Microarray	26793951
10	BAG3	prefrontal cortex	1.03	6.13E-07	UP	RNA-Seq	26793951
16	BAIAP3	prefrontal cortex	0.22	1.34E-03	UP	microarray transcriptomics	26793951
16	BANP	prefrontal cortex	0.39	3.70E-05	UP	RNA-Seq	26793951
1	BARHL2	prefrontal cortex	-0.65	1.01E-03	DOWN	RNA-Seq	26793951
-	BAT1	prefrontal cortex	-0.35	7.38E-04	DOWN	Microarray	26793951
-	BC002470	prefrontal cortex	-0.41	4.34E-04	DOWN	Microarray	26793951
-	BC002570	prefrontal cortex	-0.35	3.13E-04	DOWN	Microarray	26793951
-	BC003075	prefrontal cortex	-0.52	2.31E-06	DOWN	Microarray	26793951
-	BC004503	prefrontal cortex	-0.38	8.09E-04	DOWN	Microarray	26793951
-	BC005884	prefrontal cortex	-0.73	3.86E-04	DOWN	Microarray	26793951
-	BC007552	prefrontal cortex	-0.88	8.12E-06	DOWN	Microarray	26793951
-	BC007606	prefrontal cortex	-0.52	5.50E-04	DOWN	Microarray	26793951
-	BC008341	prefrontal cortex	-0.58	4.45E-04	DOWN	Microarray	26793951
-	BC013295	prefrontal cortex	0.27	6.43E-04	UP	Microarray	26793951
-	BC015588	prefrontal cortex	-0.29	3.05E-04	DOWN	Microarray	26793951
-	BC032091	prefrontal cortex	-0.35	2.04E-04	DOWN	Microarray	26793951
-	BC064586	prefrontal cortex	-0.29	5.01E-04	DOWN	Microarray	26793951
-	BC071732	prefrontal cortex	-0.46	8.63E-05	DOWN	Microarray	26793951
20	BCAS4	prefrontal cortex	-0.47	4.98E-04	DOWN	Microarray	26793951
12	BCAT1	prefrontal cortex	-0.11	5.19E-03	DOWN	microarray transcriptomics	26793951
19	BCAT2	prefrontal cortex	0.39	1.15E-03	UP	RNA-Seq	26793951
15	BCL2A1	prefrontal cortex	0.27	9.55E-04	UP	Microarray	26793951
19	BCL3	prefrontal cortex	0.57	9.53E-04	UP	RNA-Seq	26793951
3	BCL6	prefrontal cortex	0.47	2.30E-03	UP	RNA-Seq	26793951
11	BDNF	prefrontal cortex	-0.67	3.75E-04	DOWN	RNA-Seq	26793951
-	BE093050	prefrontal cortex	-0.51	4.27E-04	DOWN	Microarray	26793951
-	BF432354	prefrontal cortex	-0.31	4.83E-04	DOWN	Microarray	26793951
9	BICD2	prefrontal cortex	0.23	6.71E-04	UP	Microarray	26793951
19	BLVRB	prefrontal cortex	0.19	9.50E-04	UP	microarray transcriptomics	26793951
4	BMP2K	prefrontal cortex	-0.4	4.66E-04	DOWN	RNA-Seq	26793951
10	BMPR1A	prefrontal cortex	0.38	2.67E-04	UP	Microarray	26793951
1	BNIPL	prefrontal cortex	0.68	8.25E-05	UP	RNA-Seq	26793951
4	BOD1L1	prefrontal cortex	-0.31	3.21E-04	DOWN	RNA-Seq	26793951
-	BQ029628	prefrontal cortex	-0.59	5.31E-04	DOWN	Microarray	26793951
-	BQ307884	prefrontal cortex	0.25	2.56E-04	UP	Microarray	26793951
7	BRAF	prefrontal cortex	-0.49	8.45E-04	DOWN	RNA-Seq	26793951
7	BRI3	prefrontal cortex	0.26	1.78E-03	UP	RNA-Seq	26793951
10	BTAF1	prefrontal cortex	-0.4	3.08E-03	DOWN	RNA-Seq	26793951
5	BTF3	prefrontal cortex	-0.11	4.33E-05	DOWN	microarray transcriptomics	26793951
-	BX107836	prefrontal cortex	0.32	7.37E-04	UP	Microarray	26793951
-	BX350880	prefrontal cortex	-0.42	3.63E-04	DOWN	Microarray	26793951
-	BX455216	prefrontal cortex	-0.51	1.35E-05	DOWN	Microarray	26793951
-	BX537816	prefrontal cortex	-0.52	1.20E-04	DOWN	Microarray	26793951
10	C10orf104	prefrontal cortex	0.35	3.52E-05	UP	Microarray	26793951
10	C10orf107	prefrontal cortex	-0.58	2.81E-03	DOWN	RNA-Seq	26793951
10	C10orf111	prefrontal cortex	0.61	6.84E-05	UP	RNA-Seq	26793951
10	C10orf68	prefrontal cortex	-0.51	1.99E-03	DOWN	RNA-Seq	26793951
10	C10orf85	prefrontal cortex	0.79	1.32E-05	UP	RNA-Seq	26793951
10	C10orf91	prefrontal cortex	-0.21	8.39E-04	DOWN	Microarray	26793951
11	C11orf16	prefrontal cortex	-0.81	7.36E-04	DOWN	RNA-Seq	26793951
11	C11orf83	prefrontal cortex	0.33	3.72E-04	UP	RNA-Seq	26793951
11	C11orf84	prefrontal cortex	0.5	1.28E-05	UP	RNA-Seq	26793951
11	C11orf94	prefrontal cortex	0.77	3.95E-04	UP	RNA-Seq	26793951
-	C14orf56	prefrontal cortex	0.32	4.17E-04	UP	Microarray	26793951
15	C15orf38	prefrontal cortex	-0.29	2.03E-04	DOWN	Microarray	26793951
15	C15orf39	prefrontal cortex	0.42	2.55E-04	UP	RNA-Seq	26793951
17	C17orf28	prefrontal cortex	-0.4	5.95E-04	DOWN	Microarray	26793951
17	C17orf67	prefrontal cortex	0.52	9.79E-05	UP	RNA-Seq	26793951
18	C18orf42	prefrontal cortex	-0.7	2.80E-03	DOWN	RNA-Seq	26793951
19	C19orf33	prefrontal cortex	0.76	1.15E-03	UP	RNA-Seq	26793951
19	C19orf48	prefrontal cortex	-0.23	3.26E-04	DOWN	Microarray	26793951
19	C19orf48	prefrontal cortex	-0.42	7.44E-04	DOWN	RNA-Seq	26793951
1	C1orf143	prefrontal cortex	0.7	2.76E-03	UP	RNA-Seq	26793951
1	C1orf145	prefrontal cortex	-0.67	8.59E-04	DOWN	RNA-Seq	26793951
1	C1orf156	prefrontal cortex	0.34	2.09E-04	UP	Microarray	26793951
1	C1orf175	prefrontal cortex	-0.54	4.85E-05	DOWN	Microarray	26793951
1	C1orf177	prefrontal cortex	-0.74	2.06E-03	DOWN	RNA-Seq	26793951
1	C1QA	prefrontal cortex	0.65	2.18E-03	UP	RNA-Seq	26793951
4	C1QTNF7	prefrontal cortex	-0.8	1.80E-04	DOWN	RNA-Seq	26793951
20	C20orf195	prefrontal cortex	0.78	5.82E-04	UP	RNA-Seq	26793951
21	C21orf67	prefrontal cortex	-0.47	2.52E-05	DOWN	Microarray	26793951
22	C22orf31	prefrontal cortex	-0.39	4.43E-04	DOWN	Microarray	26793951
22	C22orf34	prefrontal cortex	0.82	9.47E-07	UP	RNA-Seq	26793951
2	C2orf16	prefrontal cortex	-0.57	1.30E-04	DOWN	RNA-Seq	26793951
3	C3orf17	prefrontal cortex	-0.19	2.22E-04	DOWN	RNA-Seq	26793951
4	C4orf22	prefrontal cortex	-1.03	1.74E-05	DOWN	RNA-Seq	26793951
4	C4orf29	prefrontal cortex	-0.26	2.04E-03	DOWN	RNA-Seq	26793951
4	C4orf33	prefrontal cortex	-0.29	2.87E-03	DOWN	RNA-Seq	26793951
4	C4orf50	prefrontal cortex	-0.79	2.25E-04	DOWN	RNA-Seq	26793951
9	C5	prefrontal cortex	-0.37	2.12E-03	DOWN	RNA-Seq	26793951
5	C5orf42	prefrontal cortex	-0.28	1.89E-03	DOWN	RNA-Seq	26793951
5	C5orf55	prefrontal cortex	-0.34	2.54E-03	DOWN	RNA-Seq	26793951
6	C6orf141	prefrontal cortex	-0.89	1.56E-04	DOWN	RNA-Seq	26793951
7	C7orf55-LUC7L2	prefrontal cortex	-0.29	3.18E-04	DOWN	RNA-Seq	26793951
7	C7orf57	prefrontal cortex	-0.76	1.24E-03	DOWN	RNA-Seq	26793951
7	C7orf61	prefrontal cortex	1.07	5.03E-07	UP	RNA-Seq	26793951
8	C8orf44	prefrontal cortex	-0.29	6.41E-04	DOWN	RNA-Seq	26793951
8	C8orf76	prefrontal cortex	0.29	3.82E-04	UP	Microarray	26793951
9	C9orf114	prefrontal cortex	0.36	5.90E-04	UP	RNA-Seq	26793951
9	C9orf152	prefrontal cortex	0.93	1.02E-04	UP	RNA-Seq	26793951
9	C9orf171	prefrontal cortex	-0.69	2.06E-03	DOWN	RNA-Seq	26793951
8	CA1	prefrontal cortex	0.31	2.30E-03	UP	microarray transcriptomics	26793951
-	CA420688	prefrontal cortex	0.2	4.04E-04	UP	Microarray	26793951
-	CA429641	prefrontal cortex	-0.35	2.92E-04	DOWN	Microarray	26793951
-	CA748489	prefrontal cortex	-0.38	9.82E-04	DOWN	Microarray	26793951
8	CA8	prefrontal cortex	0.38	1.03E-04	UP	Microarray	26793951
22	CACNG2	prefrontal cortex	-0.15	2.45E-04	DOWN	microarray transcriptomics	26793951
10	CACUL1	prefrontal cortex	-0.25	2.60E-05	DOWN	RNA-Seq	26793951
11	CADM1	prefrontal cortex	0.15	1.11E-03	UP	microarray transcriptomics	26793951
16	CALB2	prefrontal cortex	0.25	8.94E-04	UP	microarray transcriptomics	26793951
7	CALN1	prefrontal cortex	-0.48	2.54E-03	DOWN	RNA-Seq	26793951
3	CAMKV	prefrontal cortex	0.1	1.25E-03	UP	microarray transcriptomics	26793951
1	CAPN2	prefrontal cortex	0.32	5.94E-04	UP	RNA-Seq	26793951
1	CAPN2	prefrontal cortex	0.41	7.81E-04	UP	Microarray	26793951
11	CAPRIN1	prefrontal cortex	0.36	5.36E-04	UP	Microarray	26793951
17	CARD14	prefrontal cortex	0.6	1.81E-04	UP	RNA-Seq	26793951
9	CARD9	prefrontal cortex	0.69	1.08E-07	UP	RNA-Seq	26793951
2	CARF	prefrontal cortex	-0.5	3.69E-04	DOWN	RNA-Seq	26793951
19	CARM1	prefrontal cortex	0.1	3.65E-03	UP	microarray transcriptomics	26793951
10	CASC10	prefrontal cortex	0.49	8.87E-05	UP	RNA-Seq	26793951
11	CASP4	prefrontal cortex	0.54	2.58E-03	UP	RNA-Seq	26793951
10	CASP7	prefrontal cortex	0.61	5.94E-05	UP	RNA-Seq	26793951
5	CAST	prefrontal cortex	-0.17	3.37E-04	DOWN	microarray transcriptomics	26793951
16	CBLN1	prefrontal cortex	-0.84	4.04E-04	DOWN	RNA-Seq	26793951
14	CBLN3	prefrontal cortex	-0.84	4.42E-04	DOWN	RNA-Seq	26793951
17	CBX2	prefrontal cortex	0.47	1.50E-03	UP	RNA-Seq	26793951
10	CC2D2B	prefrontal cortex	-0.34	1.93E-04	DOWN	Microarray	26793951
16	CCDC102A	prefrontal cortex	0.75	4.02E-06	UP	RNA-Seq	26793951
16	CCDC113	prefrontal cortex	-0.4	8.97E-04	DOWN	RNA-Seq	26793951
22	CCDC117	prefrontal cortex	0.42	6.49E-05	UP	RNA-Seq	26793951
17	CCDC144A	prefrontal cortex	-0.83	4.01E-04	DOWN	RNA-Seq	26793951
19	CCDC151	prefrontal cortex	0.64	6.70E-06	UP	RNA-Seq	26793951
1	CCDC21	prefrontal cortex	-0.43	8.27E-04	DOWN	Microarray	26793951
3	CCDC36	prefrontal cortex	0.58	2.61E-03	UP	RNA-Seq	26793951
12	CCDC42B	prefrontal cortex	-0.65	1.75E-03	DOWN	RNA-Seq	26793951
17	CCDC43	prefrontal cortex	-0.24	1.84E-03	DOWN	RNA-Seq	26793951
18	CCDC5	prefrontal cortex	0.33	1.87E-04	UP	Microarray	26793951
3	CCDC58	prefrontal cortex	-0.1	3.65E-03	DOWN	microarray transcriptomics	26793951
2	CCDC88A	prefrontal cortex	-0.38	1.79E-03	DOWN	RNA-Seq	26793951
6	CCHCR1	prefrontal cortex	0.31	6.46E-04	UP	RNA-Seq	26793951
16	CCL17	prefrontal cortex	0.8	2.77E-04	UP	RNA-Seq	26793951
6	CCND3	prefrontal cortex	0.27	3.52E-04	UP	RNA-Seq	26793951
5	CCNH	prefrontal cortex	-0.26	2.85E-03	DOWN	RNA-Seq	26793951
10	CCSER2	prefrontal cortex	-0.23	6.92E-04	DOWN	RNA-Seq	26793951
17	CCT6B	prefrontal cortex	-0.52	2.73E-03	DOWN	RNA-Seq	26793951
19	CD177	prefrontal cortex	0.98	3.68E-05	UP	RNA-Seq	26793951
7	CD36	prefrontal cortex	-0.86	1.30E-04	DOWN	RNA-Seq	26793951
4	CD38	prefrontal cortex	-0.62	2.15E-03	DOWN	RNA-Seq	26793951
12	CD4	prefrontal cortex	0.52	2.60E-04	UP	RNA-Seq	26793951
3	CD47	prefrontal cortex	-0.22	2.74E-03	DOWN	RNA-Seq	26793951
11	CD59	prefrontal cortex	0.53	5.15E-05	UP	Microarray	26793951
12	CD63	prefrontal cortex	0.24	2.95E-04	UP	Microarray	26793951
1	CDC2L1	prefrontal cortex	-0.46	5.03E-04	DOWN	Microarray	26793951
11	CDC42BPG	prefrontal cortex	-0.74	1.46E-03	DOWN	RNA-Seq	26793951
16	CDH15	prefrontal cortex	-0.77	2.13E-04	DOWN	RNA-Seq	26793951
16	CDK10	prefrontal cortex	0.35	6.52E-04	UP	RNA-Seq	26793951
11	CDK2AP2	prefrontal cortex	0.4	1.47E-03	UP	RNA-Seq	26793951
6	CDKAL1	prefrontal cortex	-0.49	2.13E-05	DOWN	Microarray	26793951
X	CDKL5	prefrontal cortex	-1.15	2.26E-07	DOWN	RNA-Seq	26793951
3	CDV3	prefrontal cortex	-0.18	4.33E-03	DOWN	microarray transcriptomics	26793951
20	CEBPB	prefrontal cortex	0.52	7.03E-04	UP	RNA-Seq	26793951
8	CEBPD	prefrontal cortex	0.58	3.10E-03	UP	RNA-Seq	26793951
19	CEBPG	prefrontal cortex	0.33	4.68E-04	UP	RNA-Seq	26793951
9	CEL	prefrontal cortex	0.57	2.48E-03	UP	RNA-Seq	26793951
22	CELSR1	prefrontal cortex	0.84	2.44E-05	UP	RNA-Seq	26793951
1	CENPL	prefrontal cortex	-0.25	2.61E-03	DOWN	RNA-Seq	26793951
16	CENPT	prefrontal cortex	-0.34	8.77E-04	DOWN	Microarray	26793951
12	CEP83	prefrontal cortex	-0.42	2.47E-05	DOWN	RNA-Seq	26793951
19	CERS1	prefrontal cortex	0.45	9.57E-05	UP	RNA-Seq	26793951
16	CES2	prefrontal cortex	-0.31	2.25E-04	DOWN	RNA-Seq	26793951
-	CF528315	prefrontal cortex	-0.44	7.93E-05	DOWN	Microarray	26793951
19	CFD	prefrontal cortex	0.55	5.80E-04	UP	RNA-Seq	26793951
7	CFTR	prefrontal cortex	-0.75	8.90E-04	DOWN	RNA-Seq	26793951
3	CGGBP1	prefrontal cortex	0.36	6.52E-04	UP	Microarray	26793951
20	CHD6	prefrontal cortex	-0.25	1.48E-03	DOWN	RNA-Seq	26793951
4	CHIC2	prefrontal cortex	0.29	2.60E-03	UP	RNA-Seq	26793951
X	CHM	prefrontal cortex	0.09	1.43E-03	UP	microarray transcriptomics	26793951
14	CHMP4A	prefrontal cortex	0.33	1.78E-03	UP	RNA-Seq	26793951
17	CHMP6	prefrontal cortex	0.1	5.03E-03	UP	microarray transcriptomics	26793951
11	CHORDC1	prefrontal cortex	0.57	1.56E-04	UP	RNA-Seq	26793951
19	CIRBP	prefrontal cortex	-0.49	4.71E-04	DOWN	RNA-Seq	26793951
19	CIRBP	prefrontal cortex	-0.53	9.06E-04	DOWN	Microarray	26793951
1	CKS1B	prefrontal cortex	0.5	3.30E-05	UP	Microarray	26793951
9	CKS2	prefrontal cortex	0.61	2.08E-04	UP	RNA-Seq	26793951
3	CLASP2	prefrontal cortex	-0.32	1.59E-03	DOWN	RNA-Seq	26793951
7	CLDN15	prefrontal cortex	0.54	2.56E-03	UP	RNA-Seq	26793951
7	CLDN3	prefrontal cortex	-0.72	2.43E-03	DOWN	RNA-Seq	26793951
17	CLDN7	prefrontal cortex	0.71	6.59E-04	UP	RNA-Seq	26793951
16	CLEC18A	prefrontal cortex	0.55	2.91E-03	UP	RNA-Seq	26793951
16	CLEC18B	prefrontal cortex	0.64	9.44E-05	UP	RNA-Seq	26793951
12	CLEC2B	prefrontal cortex	0.64	1.24E-03	UP	RNA-Seq	26793951
2	CLEC4F	prefrontal cortex	-0.71	2.60E-03	DOWN	RNA-Seq	26793951
7	CLEC5A	prefrontal cortex	0.51	8.34E-04	UP	Microarray	26793951
X	CLIC2	prefrontal cortex	0.49	6.25E-04	UP	RNA-Seq	26793951
8	CLU	prefrontal cortex	0.43	2.93E-04	UP	RNA-Seq	26793951
5	CMBL	prefrontal cortex	0.11	1.78E-03	UP	microarray transcriptomics	26793951
-	CN358250	prefrontal cortex	0.4	8.67E-04	UP	Microarray	26793951
X	CNKSR2	prefrontal cortex	0.09	2.41E-03	UP	microarray transcriptomics	26793951
2	CNRIP1	prefrontal cortex	0.11	3.46E-03	UP	microarray transcriptomics	26793951
19	CNTD2	prefrontal cortex	0.67	8.29E-04	UP	RNA-Seq	26793951
12	CNTN1	prefrontal cortex	0.08	3.51E-03	UP	microarray transcriptomics	26793951
1	CNTN2	prefrontal cortex	-0.08	3.26E-03	DOWN	microarray transcriptomics	26793951
3	CNTN3	prefrontal cortex	0.12	5.26E-03	UP	microarray transcriptomics	26793951
11	CNTN5	prefrontal cortex	0.15	3.71E-03	UP	microarray transcriptomics	26793951
7	CNTNAP2	prefrontal cortex	-0.09	2.17E-04	DOWN	microarray transcriptomics	26793951
2	CNTNAP5	prefrontal cortex	-0.69	9.66E-04	DOWN	RNA-Seq	26793951
7	COA1	prefrontal cortex	-0.23	4.07E-04	DOWN	RNA-Seq	26793951
14	COCH	prefrontal cortex	-0.86	2.51E-04	DOWN	RNA-Seq	26793951
10	COL13A1	prefrontal cortex	-0.71	2.55E-03	DOWN	RNA-Seq	26793951
6	COL19A1	prefrontal cortex	-0.63	2.28E-03	DOWN	RNA-Seq	26793951
19	COLGALT1	prefrontal cortex	0.36	7.42E-04	UP	RNA-Seq	26793951
7	COPG2	prefrontal cortex	-0.21	1.96E-03	DOWN	RNA-Seq	26793951
16	COQ9	prefrontal cortex	-0.13	5.66E-04	DOWN	microarray transcriptomics	26793951
15	CORO2B	prefrontal cortex	-0.06	1.35E-03	DOWN	microarray transcriptomics	26793951
17	COX11	prefrontal cortex	-0.18	1.14E-03	DOWN	RNA-Seq	26793951
10	COX15	prefrontal cortex	-0.23	2.31E-04	DOWN	RNA-Seq	26793951
4	COX18	prefrontal cortex	-0.21	8.45E-04	DOWN	RNA-Seq	26793951
16	COX4I1	prefrontal cortex	-0.1	1.33E-03	DOWN	microarray transcriptomics	26793951
8	COX6C	prefrontal cortex	-0.11	4.75E-03	DOWN	microarray transcriptomics	26793951
2	COX7A2L	prefrontal cortex	-0.09	2.33E-03	DOWN	microarray transcriptomics	26793951
4	CPE	prefrontal cortex	0.14	7.17E-04	UP	microarray transcriptomics	26793951
4	CPLX1	prefrontal cortex	-0.36	6.62E-05	DOWN	microarray transcriptomics	26793951
5	CPLX2	prefrontal cortex	-0.28	7.97E-04	DOWN	microarray transcriptomics	26793951
22	CPT1B	prefrontal cortex	0.47	7.57E-04	UP	RNA-Seq	26793951
-	CR592318	prefrontal cortex	0.29	3.29E-04	UP	Microarray	26793951
-	CR599788	prefrontal cortex	-0.57	1.95E-04	DOWN	Microarray	26793951
15	CRABP1	prefrontal cortex	0.66	2.91E-03	UP	RNA-Seq	26793951
3	CRELD1	prefrontal cortex	0.33	4.33E-04	UP	RNA-Seq	26793951
3	CRELD1	prefrontal cortex	-0.11	1.29E-03	DOWN	microarray transcriptomics	26793951
14	CRIP2	prefrontal cortex	0.22	7.83E-08	UP	microarray transcriptomics	26793951
11	CRTAM	prefrontal cortex	-0.98	3.13E-05	DOWN	RNA-Seq	26793951
11	CRY2	prefrontal cortex	-0.28	4.69E-04	DOWN	Microarray	26793951
21	CRYZL1	prefrontal cortex	-0.17	2.85E-03	DOWN	RNA-Seq	26793951
12	CS	prefrontal cortex	-0.08	3.80E-03	DOWN	microarray transcriptomics	26793951
X	CSAG1	prefrontal cortex	0.71	1.10E-04	UP	RNA-Seq	26793951
1	CSF1	prefrontal cortex	0.66	8.11E-05	UP	RNA-Seq	26793951
20	CST3	prefrontal cortex	-0.2	5.98E-03	DOWN	microarray transcriptomics	26793951
-	CTA-299D3.8	prefrontal cortex	0.86	2.76E-04	UP	RNA-Seq	26793951
-	CTD-2260A17.2	prefrontal cortex	-0.36	1.77E-04	DOWN	RNA-Seq	26793951
3	CTNNB1	prefrontal cortex	-0.42	1.49E-04	DOWN	Microarray	26793951
7	CTTNBP2	prefrontal cortex	-0.34	1.79E-03	DOWN	RNA-Seq	26793951
10	CUL2	prefrontal cortex	0.09	2.94E-04	UP	microarray transcriptomics	26793951
10	CUZD1	prefrontal cortex	0.37	2.76E-03	UP	RNA-Seq	26793951
21	CXADR	prefrontal cortex	0.18	1.68E-04	UP	microarray transcriptomics	26793951
4	CXCL6	prefrontal cortex	0.85	3.89E-04	UP	RNA-Seq	26793951
2	CXCR4	prefrontal cortex	0.83	2.36E-05	UP	RNA-Seq	26793951
X	CXorf28	prefrontal cortex	0.64	1.92E-03	UP	RNA-Seq	26793951
X	CXorf56	prefrontal cortex	-0.25	2.56E-03	DOWN	RNA-Seq	26793951
X	CXorf67	prefrontal cortex	0.66	4.58E-04	UP	RNA-Seq	26793951
3	CYB561D2	prefrontal cortex	-0.39	8.07E-04	DOWN	RNA-Seq	26793951
22	CYB5R3	prefrontal cortex	-0.32	4.61E-04	DOWN	Microarray	26793951
16	CYBA	prefrontal cortex	0.52	1.52E-03	UP	RNA-Seq	26793951
7	CYCS	prefrontal cortex	-0.1	1.01E-03	DOWN	microarray transcriptomics	26793951
5	CYFIP2	prefrontal cortex	0.09	3.61E-03	UP	microarray transcriptomics	26793951
8	CYHR1	prefrontal cortex	0.27	2.63E-03	UP	RNA-Seq	26793951
10	CYP17A1	prefrontal cortex	-0.46	5.16E-04	DOWN	RNA-Seq	26793951
7	CYP3A4	prefrontal cortex	0.69	5.75E-04	UP	Microarray	26793951
12	DAO	prefrontal cortex	-1.05	1.11E-05	DOWN	RNA-Seq	26793951
6	DAXX	prefrontal cortex	0.22	2.98E-03	UP	RNA-Seq	26793951
19	DAZAP1	prefrontal cortex	-0.16	5.17E-07	DOWN	microarray transcriptomics	26793951
-	DB365246	prefrontal cortex	-0.65	3.21E-04	DOWN	Microarray	26793951
-	DB380193	prefrontal cortex	-0.3	8.66E-04	DOWN	Microarray	26793951
1	DBT	prefrontal cortex	-0.36	8.07E-04	DOWN	RNA-Seq	26793951
4	DCAF16	prefrontal cortex	-0.51	1.47E-05	DOWN	RNA-Seq	26793951
4	DCAF4L1	prefrontal cortex	0.45	2.49E-03	UP	RNA-Seq	26793951
18	DCC	prefrontal cortex	-0.69	7.95E-04	DOWN	RNA-Seq	26793951
5	DCTN4	prefrontal cortex	-0.15	7.96E-04	DOWN	RNA-Seq	26793951
14	DDHD1	prefrontal cortex	-0.29	8.25E-04	DOWN	RNA-Seq	26793951
14	DDHD1	prefrontal cortex	-0.13	6.28E-03	DOWN	microarray transcriptomics	26793951
8	DDHD2	prefrontal cortex	-0.28	8.11E-04	DOWN	RNA-Seq	26793951
10	DDIT4	prefrontal cortex	1.01	1.60E-08	UP	RNA-Seq	26793951
4	DDIT4L	prefrontal cortex	0.67	2.82E-04	UP	RNA-Seq	26793951
16	DDX19A	prefrontal cortex	-0.18	2.60E-03	DOWN	RNA-Seq	26793951
20	DDX27	prefrontal cortex	0.2	1.26E-03	UP	RNA-Seq	26793951
1	DEDD	prefrontal cortex	0.13	2.04E-03	UP	RNA-Seq	26793951
19	DEDD2	prefrontal cortex	0.46	1.31E-04	UP	RNA-Seq	26793951
16	DEF8	prefrontal cortex	-0.33	5.78E-05	DOWN	Microarray	26793951
6	DEK	prefrontal cortex	0.38	8.31E-04	UP	Microarray	26793951
8	DERL1	prefrontal cortex	0.33	1.21E-05	UP	Microarray	26793951
8	DERL1	prefrontal cortex	0.18	4.22E-04	UP	Microarray	26793951
7	DGKI	prefrontal cortex	-0.55	5.31E-05	DOWN	RNA-Seq	26793951
3	DHFRL1	prefrontal cortex	-0.48	1.26E-04	DOWN	RNA-Seq	26793951
1	DHRS3	prefrontal cortex	0.42	1.36E-03	UP	RNA-Seq	26793951
2	DHX57	prefrontal cortex	-0.24	4.00E-04	DOWN	RNA-Seq	26793951
1	DIEXF	prefrontal cortex	-0.18	2.54E-03	DOWN	RNA-Seq	26793951
14	DIO3	prefrontal cortex	0.58	2.68E-03	UP	RNA-Seq	26793951
12	DIP2B	prefrontal cortex	-0.09	2.61E-03	DOWN	microarray transcriptomics	26793951
19	DIRAS1	prefrontal cortex	-0.16	8.97E-05	DOWN	microarray transcriptomics	26793951
X	DKC1	prefrontal cortex	0.13	9.15E-05	UP	microarray transcriptomics	26793951
11	DLAT	prefrontal cortex	-0.09	1.56E-04	DOWN	microarray transcriptomics	26793951
7	DLD	prefrontal cortex	-0.06	4.11E-03	DOWN	microarray transcriptomics	26793951
15	DLL4	prefrontal cortex	0.56	8.31E-04	UP	RNA-Seq	26793951
19	DMPK	prefrontal cortex	0.32	2.67E-03	UP	RNA-Seq	26793951
X	DMRTC1B	prefrontal cortex	0.63	1.20E-03	UP	RNA-Seq	26793951
19	DNAJB1	prefrontal cortex	1.21	5.54E-09	UP	RNA-Seq	26793951
10	DNAJB12	prefrontal cortex	0.21	5.45E-04	UP	Microarray	26793951
22	DNAJB7	prefrontal cortex	-0.75	1.31E-04	DOWN	RNA-Seq	26793951
2	DNAJC10	prefrontal cortex	-0.35	4.08E-04	DOWN	RNA-Seq	26793951
1	DNAJC11	prefrontal cortex	-0.08	3.51E-03	DOWN	microarray transcriptomics	26793951
5	DNAJC18	prefrontal cortex	-0.19	1.18E-03	DOWN	RNA-Seq	26793951
12	DNAJC22	prefrontal cortex	-0.63	2.16E-03	DOWN	RNA-Seq	26793951
